unix,date,time,symbol,open,high,low,close,Volume SOL,Volume USDT,tradecount
1.6299E+12,25-08-21,14:00:00,SOL/USDT,68.305,71.233,67,70.809,501216.622,34795611.06,82486
1.6299E+12,25-08-21,13:00:00,SOL/USDT,67.597,68.61,67.593,68.29,303949.886,20721974.28,79930
1.62989E+12,25-08-21,12:00:00,SOL/USDT,67.687,68.105,66.378,67.597,430911.956,28920397.68,85994
1.62989E+12,25-08-21,11:00:00,SOL/USDT,68.06,68.141,67,67.694,267402.01,18055520.81,20228
1.62989E+12,25-08-21,10:00:00,SOL/USDT,67.766,68.223,66.988,68.01,217776.707,14740430.48,22507
1.62988E+12,25-08-21,09:00:00,SOL/USDT,66.627,68.759,66.5,67.81,389293.434,26317985.05,72033
1.62988E+12,25-08-21,08:00:00,SOL/USDT,71.143,71.24,66.03,66.625,745686.674,50953566.44,63912
1.62987E+12,25-08-21,07:00:00,SOL/USDT,71.934,72.191,70.966,71.141,135000.751,9657090.338,12760
1.62987E+12,25-08-21,06:00:00,SOL/USDT,72.381,72.83,71.794,71.969,104841.437,7567290.75,15469
1.62987E+12,25-08-21,05:00:00,SOL/USDT,70.906,72.4,70.861,72.4,112615.845,8083344.766,11625
1.62986E+12,25-08-21,04:00:00,SOL/USDT,70.653,71.494,70.517,70.931,87863.812,6235522.457,30294
1.62986E+12,25-08-21,03:00:00,SOL/USDT,71.827,72.386,70.628,70.663,165273.502,11850490.51,62320
1.62986E+12,25-08-21,02:00:00,SOL/USDT,71.231,71.98,70.911,71.828,117284.015,8383454.324,45715
1.62985E+12,25-08-21,01:00:00,SOL/USDT,71.386,71.386,70.2,71.225,122609.114,8685884.5,31245
1.62985E+12,25-08-21,00:00:00,SOL/USDT,70.519,71.75,70.32,71.385,161587.172,11483019.21,20602
1.62985E+12,24-08-21,23:00:00,SOL/USDT,72.245,72.635,69.624,70.527,168895.312,12008784.69,21397
1.62984E+12,24-08-21,22:00:00,SOL/USDT,71.383,72.317,71.163,72.256,119682.78,8599187.279,14160
1.62984E+12,24-08-21,21:00:00,SOL/USDT,72.448,72.731,70.62,71.383,119252.646,8550889.632,17765
1.62984E+12,24-08-21,20:00:00,SOL/USDT,71.607,72.589,70.843,72.44,138963.789,9982640.47,16603
1.62983E+12,24-08-21,19:00:00,SOL/USDT,71.534,71.972,70.143,71.672,191936.599,13640197.56,21067
1.62983E+12,24-08-21,18:00:00,SOL/USDT,70.836,72.095,70.447,71.507,194693.257,13878037.77,19735
1.62982E+12,24-08-21,17:00:00,SOL/USDT,70.768,72.105,70.479,70.789,223771.241,15991345.19,51078
1.62982E+12,24-08-21,16:00:00,SOL/USDT,71.985,72.634,68.5,70.777,664470.936,46819567.13,89170
1.62982E+12,24-08-21,15:00:00,SOL/USDT,73.483,74.078,71.584,71.999,482293.081,35050605.86,70231
1.62981E+12,24-08-21,14:00:00,SOL/USDT,75.126,75.142,72.63,73.49,413901.317,30661454.13,74973
1.62981E+12,24-08-21,13:00:00,SOL/USDT,77.168,77.454,74,75.158,412375.861,31063792.26,82576
1.62981E+12,24-08-21,12:00:00,SOL/USDT,77.766,77.893,76.34,77.154,180388.061,13908988.57,83828
1.6298E+12,24-08-21,11:00:00,SOL/USDT,77.403,77.928,76.013,77.768,214726.821,16567852.43,35864
1.6298E+12,24-08-21,10:00:00,SOL/USDT,78.899,78.974,77.166,77.41,212610.116,16580079.37,35121
1.6298E+12,24-08-21,09:00:00,SOL/USDT,77.644,78.9,77.09,78.9,226941.359,17707758.55,21883
1.62979E+12,24-08-21,08:00:00,SOL/USDT,77.263,78.2,76.836,77.62,292708.18,22726663.68,73690
1.62979E+12,24-08-21,07:00:00,SOL/USDT,77.768,78.068,76.823,77.277,229087.991,17744391.81,18863
1.62978E+12,24-08-21,06:00:00,SOL/USDT,77.836,78.771,77.69,77.766,241482.077,18873857.26,22274
1.62978E+12,24-08-21,05:00:00,SOL/USDT,78.497,78.498,76.638,77.85,232392.58,18039847.97,23172
1.62978E+12,24-08-21,04:00:00,SOL/USDT,78.242,79.45,77.377,78.499,390186.695,30603122.36,46328
1.62977E+12,24-08-21,03:00:00,SOL/USDT,76.187,78.899,76.148,78.244,551374.243,42846575.44,77648
1.62977E+12,24-08-21,02:00:00,SOL/USDT,74.435,76.443,74.105,76.187,262083.688,19837942.95,28988
1.62977E+12,24-08-21,01:00:00,SOL/USDT,74.592,75.4,73.591,74.45,195985.428,14649214.48,19695
1.62976E+12,24-08-21,00:00:00,SOL/USDT,75.647,77.23,73.389,74.611,432432.079,32651780.58,56980
1.62976E+12,23-08-21,23:00:00,SOL/USDT,75.1,76.773,74.9,75.623,283122.478,21462515.38,24940
1.62976E+12,23-08-21,22:00:00,SOL/USDT,74.22,76.81,74.18,75.1,465259.863,35106546.88,65819
1.62975E+12,23-08-21,21:00:00,SOL/USDT,73.569,74.22,72.952,74.208,92935.352,6839530.477,12358
1.62975E+12,23-08-21,20:00:00,SOL/USDT,72.811,73.8,71.835,73.574,148731.188,10815538.87,16127
1.62975E+12,23-08-21,19:00:00,SOL/USDT,73.229,73.229,72.439,72.826,93221.939,6789060.098,10410
1.62974E+12,23-08-21,18:00:00,SOL/USDT,72.488,73.794,72.445,73.232,142391.04,10427728.04,16330
1.62974E+12,23-08-21,17:00:00,SOL/USDT,73.025,73.037,72.35,72.5,96114.037,6984051.063,10398
1.62973E+12,23-08-21,16:00:00,SOL/USDT,72.046,73.104,71.905,73.024,122391.662,8882047.225,13666
1.62973E+12,23-08-21,15:00:00,SOL/USDT,72.027,72.8,71.7,72.04,169500.5,12247063.3,19214
1.62973E+12,23-08-21,14:00:00,SOL/USDT,72.893,73.13,71.545,72.059,212075.744,15334959.17,21337
1.62972E+12,23-08-21,13:00:00,SOL/USDT,72.95,73.137,72.517,72.893,102197.298,7443684.951,11903
1.62972E+12,23-08-21,12:00:00,SOL/USDT,72.745,73.519,72.659,72.95,106247.126,7757881.433,14071
1.62972E+12,23-08-21,11:00:00,SOL/USDT,72.419,72.978,72.257,72.75,133370.13,9682829.326,15156
1.62971E+12,23-08-21,10:00:00,SOL/USDT,73.749,74.057,71.753,72.42,211560.494,15431990.7,26090
1.62971E+12,23-08-21,09:00:00,SOL/USDT,73.049,73.749,72.8,73.723,219769.542,16102317.67,79039
1.62971E+12,23-08-21,08:00:00,SOL/USDT,73.358,73.705,72.5,73.033,198169.462,14511453.83,36119
1.6297E+12,23-08-21,07:00:00,SOL/USDT,73.73,74.06,73.315,73.357,86682.552,6389534.156,11560
1.6297E+12,23-08-21,06:00:00,SOL/USDT,73.644,74.373,73.405,73.729,114709.781,8469712.868,15955
1.62969E+12,23-08-21,05:00:00,SOL/USDT,74.308,74.45,73.1,73.627,155642.15,11504963.06,18901
1.62969E+12,23-08-21,04:00:00,SOL/USDT,75.444,75.672,73.417,74.3,254835.764,19030893.34,29012
1.62969E+12,23-08-21,03:00:00,SOL/USDT,74.067,75.942,74.067,75.391,274223.535,20558013.87,35731
1.62968E+12,23-08-21,02:00:00,SOL/USDT,73.585,74.653,73.233,74.049,151007.844,11145788.26,20389
1.62968E+12,23-08-21,01:00:00,SOL/USDT,72.741,74.107,72.5,73.586,156006.701,11461219.22,17979
1.62968E+12,23-08-21,00:00:00,SOL/USDT,72.751,73.609,72,72.747,160614.413,11700309.36,19509
1.62967E+12,22-08-21,23:00:00,SOL/USDT,72.905,73.95,72.543,72.775,134806.343,9878017.597,17283
1.62967E+12,22-08-21,22:00:00,SOL/USDT,72.143,73.461,71.936,72.933,185567.625,13509889.03,64050
1.62967E+12,22-08-21,21:00:00,SOL/USDT,71.811,72.541,71.5,72.117,82126.633,5906605.293,36345
1.62966E+12,22-08-21,20:00:00,SOL/USDT,73.078,73.085,71.244,71.811,142325.811,10241557.23,18131
1.62966E+12,22-08-21,19:00:00,SOL/USDT,72.829,73.467,72.78,73.079,77283.363,5651203.208,13073
1.62966E+12,22-08-21,18:00:00,SOL/USDT,74.148,74.148,71.5,72.828,198273.067,14373687.18,38477
1.62965E+12,22-08-21,17:00:00,SOL/USDT,74.317,74.631,73.871,74.151,59982.98,4451782.609,7442
1.62965E+12,22-08-21,16:00:00,SOL/USDT,74.599,75.071,73.89,74.289,78360.761,5831371.737,12307
1.62964E+12,22-08-21,15:00:00,SOL/USDT,73.93,75.068,73.8,74.612,106765.19,7945477.806,18268
1.62964E+12,22-08-21,14:00:00,SOL/USDT,75.384,75.799,73.35,73.929,134315.697,10022409.46,20720
1.62964E+12,22-08-21,13:00:00,SOL/USDT,75.843,76.144,74.628,75.382,128877.036,9722362.194,20145
1.62963E+12,22-08-21,12:00:00,SOL/USDT,77.077,77.324,75.512,75.842,119633.122,9124663.193,14265
1.62963E+12,22-08-21,11:00:00,SOL/USDT,76.097,77.25,76.012,77.077,91311.106,7014581.271,11681
1.62963E+12,22-08-21,10:00:00,SOL/USDT,76.841,77.469,75.909,76.121,124673.801,9576286.054,16606
1.62962E+12,22-08-21,09:00:00,SOL/USDT,76.449,77.272,76.193,76.838,114382.731,8779688.119,13687
1.62962E+12,22-08-21,08:00:00,SOL/USDT,75.52,77.6,75,76.445,296826.071,22698192.4,41320
1.62962E+12,22-08-21,07:00:00,SOL/USDT,75.302,75.599,74.819,75.512,81029.422,6091814.853,10345
1.62961E+12,22-08-21,06:00:00,SOL/USDT,74.53,75.461,74.284,75.318,84476.714,6319085.314,13227
1.62961E+12,22-08-21,05:00:00,SOL/USDT,74.868,75.78,74.349,74.545,100929.946,7566593.478,20867
1.6296E+12,22-08-21,04:00:00,SOL/USDT,74.292,75.082,74.242,74.905,73133.102,5463399.371,14241
1.6296E+12,22-08-21,03:00:00,SOL/USDT,74.581,74.978,73.543,74.307,125168.379,9297106.037,13550
1.6296E+12,22-08-21,02:00:00,SOL/USDT,74.92,75,73.958,74.551,102670.889,7653116.49,13001
1.62959E+12,22-08-21,01:00:00,SOL/USDT,75,75.236,74.36,74.947,82081.944,6142694.463,9445
1.62959E+12,22-08-21,00:00:00,SOL/USDT,73.852,75.567,73.39,74.988,137185.32,10207379.36,29096
1.62959E+12,21-08-21,23:00:00,SOL/USDT,74.758,75.199,73.501,73.801,109354.644,8130476.717,14022
1.62958E+12,21-08-21,22:00:00,SOL/USDT,74.285,75.789,74.098,74.758,145353.816,10890584.8,42072
1.62958E+12,21-08-21,21:00:00,SOL/USDT,73.936,74.575,73.467,74.248,98327.602,7284085.471,89337
1.62958E+12,21-08-21,20:00:00,SOL/USDT,73.239,74.307,72.926,73.918,116617.809,8589522.8,42307
1.62957E+12,21-08-21,19:00:00,SOL/USDT,74.088,74.374,72.6,73.248,192419.993,14150318.2,72289
1.62957E+12,21-08-21,18:00:00,SOL/USDT,74.614,74.857,73.463,74.124,142090.962,10540896.81,57524
1.62957E+12,21-08-21,17:00:00,SOL/USDT,75.693,75.714,72.8,74.6,229840.879,17178351.24,75617
1.62956E+12,21-08-21,16:00:00,SOL/USDT,75.391,76.486,74.966,75.708,144293.424,10913038.26,16722
1.62956E+12,21-08-21,15:00:00,SOL/USDT,75.34,75.971,75.11,75.406,122272.788,9223552.565,20719
1.62955E+12,21-08-21,14:00:00,SOL/USDT,76.67,76.811,74.808,75.335,297960.661,22462967.2,90166
1.62955E+12,21-08-21,13:00:00,SOL/USDT,76.694,76.899,76.012,76.661,164300.22,12559597.25,44778
1.62955E+12,21-08-21,12:00:00,SOL/USDT,75.9,77.117,75.779,76.688,179392.443,13742184.37,29511
1.62954E+12,21-08-21,11:00:00,SOL/USDT,77.157,77.219,74.341,75.898,381630.826,28882986.99,57426
1.62954E+12,21-08-21,10:00:00,SOL/USDT,77.614,77.85,76.857,77.144,164268.407,12695121.45,25004
1.62954E+12,21-08-21,09:00:00,SOL/USDT,78.635,78.637,77.419,77.61,198079.286,15429686.37,21125
1.62953E+12,21-08-21,08:00:00,SOL/USDT,78.852,79.15,77.899,78.654,321065.092,25230332.19,135593
1.62953E+12,21-08-21,07:00:00,SOL/USDT,80.1,80.164,78.5,78.855,213495.913,16883653.01,23402
1.62953E+12,21-08-21,06:00:00,SOL/USDT,79.14,80.306,78.829,80.108,185195.238,14728067.57,83451
1.62952E+12,21-08-21,05:00:00,SOL/USDT,78.446,79.584,78.35,79.163,169718.911,13419361.61,68613
1.62952E+12,21-08-21,04:00:00,SOL/USDT,79.663,80.163,78.233,78.442,192121.264,15215070.67,26861
1.62951E+12,21-08-21,03:00:00,SOL/USDT,79.848,80.736,79.412,79.657,207749.573,16641397.81,21262
1.62951E+12,21-08-21,02:00:00,SOL/USDT,78.55,82,78.406,79.884,622803.638,50192761.18,114527
1.62951E+12,21-08-21,01:00:00,SOL/USDT,77.913,78.781,77.222,78.55,162876.011,12700962,17015
1.6295E+12,21-08-21,00:00:00,SOL/USDT,78.684,79.042,76.332,77.956,370569.962,28723196.56,37473
1.6295E+12,20-08-21,23:00:00,SOL/USDT,78.027,78.932,77.588,78.643,160671.504,12581655.94,17213
1.6295E+12,20-08-21,22:00:00,SOL/USDT,79.563,79.767,77.218,77.998,247473.497,19404414.95,30153
1.62949E+12,20-08-21,21:00:00,SOL/USDT,78.643,80,78.046,79.578,337972.068,26802614.07,47235
1.62949E+12,20-08-21,20:00:00,SOL/USDT,78.222,79.112,77.636,78.643,333467.838,26138472.11,47865
1.62949E+12,20-08-21,19:00:00,SOL/USDT,76.232,78.33,76.07,78.224,274947.986,21242670.14,47866
1.62948E+12,20-08-21,18:00:00,SOL/USDT,75.714,77.489,75.169,76.231,253638.284,19343467.57,39587
1.62948E+12,20-08-21,17:00:00,SOL/USDT,76.324,77.529,74.701,75.697,457483.031,34855484.62,63588
1.62948E+12,20-08-21,16:00:00,SOL/USDT,73.331,76.44,72.931,76.364,464469.827,34684799.41,70385
1.62947E+12,20-08-21,15:00:00,SOL/USDT,73.171,73.941,72.45,73.35,250896.805,18411648.55,21747
1.62947E+12,20-08-21,14:00:00,SOL/USDT,72.1,74.22,72.04,73.167,559842.754,41060195.85,56249
1.62946E+12,20-08-21,13:00:00,SOL/USDT,71.955,72.2,71.768,72.1,171904.873,12370325.36,15503
1.62946E+12,20-08-21,12:00:00,SOL/USDT,71.518,72.347,71.371,71.971,156622.882,11261689.6,13989
1.62946E+12,20-08-21,11:00:00,SOL/USDT,71.716,71.727,71.154,71.494,155628.253,11115568.69,12987
1.62945E+12,20-08-21,10:00:00,SOL/USDT,71.8,72.419,71.309,71.727,145157.876,10434623.62,13805
1.62945E+12,20-08-21,09:00:00,SOL/USDT,71.432,72.385,70.95,71.8,234094.772,16740816.44,64208
1.62945E+12,20-08-21,08:00:00,SOL/USDT,71.222,71.699,70.873,71.431,127138.248,9050970.958,22402
1.62944E+12,20-08-21,07:00:00,SOL/USDT,71.8,71.876,71.007,71.212,126382.073,9024095.184,13906
1.62944E+12,20-08-21,06:00:00,SOL/USDT,72,72.6,71.052,71.818,275769.778,19745375.02,21341
1.62944E+12,20-08-21,05:00:00,SOL/USDT,71.895,72.301,71.288,71.997,164785.19,11826943.18,20399
1.62943E+12,20-08-21,04:00:00,SOL/USDT,72.38,72.47,71.266,71.895,177183.59,12737521.7,18560
1.62943E+12,20-08-21,03:00:00,SOL/USDT,73.003,73.165,72.013,72.388,121569.918,8802688.362,13937
1.62942E+12,20-08-21,02:00:00,SOL/USDT,73.64,73.9,72.931,73.025,96265.342,7059724.67,13270
1.62942E+12,20-08-21,01:00:00,SOL/USDT,72.443,74.158,72.213,73.614,157473.643,11562634.45,45152
1.62942E+12,20-08-21,00:00:00,SOL/USDT,72.8,73.543,71.813,72.407,254236.69,18460684.41,47806
1.62941E+12,19-08-21,23:00:00,SOL/USDT,73.709,74.423,72.341,72.764,167815.787,12282253.39,21819
1.62941E+12,19-08-21,22:00:00,SOL/USDT,74.429,74.846,72.45,73.699,170384.53,12564208.89,23769
1.62941E+12,19-08-21,21:00:00,SOL/USDT,72.763,74.717,72.757,74.387,258693.027,19101602.33,38863
1.6294E+12,19-08-21,20:00:00,SOL/USDT,72.333,73.001,71,72.763,231802.913,16695427.43,29047
1.6294E+12,19-08-21,19:00:00,SOL/USDT,73.5,73.663,72.172,72.33,206179.005,15031363.12,21948
1.6294E+12,19-08-21,18:00:00,SOL/USDT,71.59,73.547,71,73.476,230085.645,16715193.12,29336
1.62939E+12,19-08-21,17:00:00,SOL/USDT,71.569,72.5,70.6,71.6,188583.648,13501529.7,22476
1.62939E+12,19-08-21,16:00:00,SOL/USDT,73.522,74.086,71.189,71.535,422605.801,30568998.19,38497
1.62939E+12,19-08-21,15:00:00,SOL/USDT,71.227,74.48,70.438,73.522,534323.233,38835206.8,66396
1.62938E+12,19-08-21,14:00:00,SOL/USDT,71.175,71.838,70.079,71.232,282446.9,20070581.7,28904
1.62938E+12,19-08-21,13:00:00,SOL/USDT,70.813,71.395,69.08,71.152,329110.128,23133234.93,98084
1.62937E+12,19-08-21,12:00:00,SOL/USDT,69.6,71,68.24,70.813,333035.066,23206013.57,34137
1.62937E+12,19-08-21,11:00:00,SOL/USDT,71.581,72,69.5,69.612,219980.541,15561739.22,43941
1.62937E+12,19-08-21,10:00:00,SOL/USDT,71.8,72.7,71.026,71.655,260265.395,18696996.85,20516
1.62936E+12,19-08-21,09:00:00,SOL/USDT,71.921,73.074,71.6,71.8,213107.089,15404630.43,46826
1.62936E+12,19-08-21,08:00:00,SOL/USDT,71.273,72.42,70.372,71.89,354975.541,25425151.8,30986
1.62936E+12,19-08-21,07:00:00,SOL/USDT,72.89,73.5,70.178,71.258,349070.499,25008243.31,106871
1.62935E+12,19-08-21,06:00:00,SOL/USDT,71.616,73.558,71.001,72.86,263109.037,19053500.1,28987
1.62935E+12,19-08-21,05:00:00,SOL/USDT,72.162,73.039,70.708,71.655,435947.525,31359603.88,164038
1.62935E+12,19-08-21,04:00:00,SOL/USDT,69.632,72.833,69.25,72.162,506224.302,36140733.98,102165
1.62934E+12,19-08-21,03:00:00,SOL/USDT,71.27,71.5,68.981,69.666,616572.624,43217823.97,59738
1.62934E+12,19-08-21,02:00:00,SOL/USDT,72.456,72.483,70.527,71.255,380443.695,27185275.15,51498
1.62933E+12,19-08-21,01:00:00,SOL/USDT,75.1,75.1,72.2,72.477,379298.08,27972299.51,68004
1.62933E+12,19-08-21,00:00:00,SOL/USDT,72.659,75.436,71.454,75.101,485161.587,35570756.26,52645
1.62933E+12,18-08-21,23:00:00,SOL/USDT,72.754,76.267,71.911,72.663,785241.899,58354472.55,86738
1.62932E+12,18-08-21,22:00:00,SOL/USDT,71.303,73.448,71.082,72.81,357454.435,25887099.58,47564
1.62932E+12,18-08-21,21:00:00,SOL/USDT,72.008,73,69.92,71.262,489765.531,34832071.82,61026
1.62932E+12,18-08-21,20:00:00,SOL/USDT,73.338,74.419,71.86,72.016,372630.29,27264300.97,57202
1.62931E+12,18-08-21,19:00:00,SOL/USDT,75.724,76.74,72.379,73.328,413605.294,30813638.17,63444
1.62931E+12,18-08-21,18:00:00,SOL/USDT,77.05,77.499,74.922,75.746,378802.552,28786059.98,51128
1.62931E+12,18-08-21,17:00:00,SOL/USDT,78.07,78.091,76.475,77.082,304294.315,23485479.7,38057
1.6293E+12,18-08-21,16:00:00,SOL/USDT,77.344,78.732,76.049,78.05,462801.088,35981535.09,64100
1.6293E+12,18-08-21,15:00:00,SOL/USDT,78.42,79.278,76.4,77.335,676008.728,52723418.9,165976
1.6293E+12,18-08-21,14:00:00,SOL/USDT,77.714,80.5,77.524,78.423,1055977.586,83673601.39,160678
1.62929E+12,18-08-21,13:00:00,SOL/USDT,76,79,75.526,77.678,933061.821,72125791.48,157474
1.62929E+12,18-08-21,12:00:00,SOL/USDT,74.958,78.1,73.451,76,1186646.21,90029734.78,232977
1.62928E+12,18-08-21,11:00:00,SOL/USDT,72.336,78.447,72.336,74.959,1568373.77,118780663.6,204230
1.62928E+12,18-08-21,10:00:00,SOL/USDT,71.041,74.44,71.033,72.322,1275735.669,93342263.71,147876
1.62928E+12,18-08-21,09:00:00,SOL/USDT,69.119,72.3,68.2,71.066,676609.15,47737069.67,75778
1.62927E+12,18-08-21,08:00:00,SOL/USDT,67.438,69.661,67.387,69.102,352887.404,24179726.56,33580
1.62927E+12,18-08-21,07:00:00,SOL/USDT,69.109,70.377,66.79,67.445,520303.089,35670351.04,50509
1.62927E+12,18-08-21,06:00:00,SOL/USDT,69.478,69.5,68,69.069,318554.142,21892286.82,27396
1.62926E+12,18-08-21,05:00:00,SOL/USDT,65.154,69.5,64.945,69.442,405931.168,27420160.36,46194
1.62926E+12,18-08-21,04:00:00,SOL/USDT,65.793,67.54,63.925,65.146,298467.845,19630645.06,35059
1.62926E+12,18-08-21,03:00:00,SOL/USDT,65.256,66.903,64.458,65.792,265636.003,17430973,31594
1.62925E+12,18-08-21,02:00:00,SOL/USDT,66.987,67.3,64.054,65.234,405288.546,26631045.41,43160
1.62925E+12,18-08-21,01:00:00,SOL/USDT,62.695,67.169,59.722,66.989,961151.774,61087540.99,89932
1.62924E+12,18-08-21,00:00:00,SOL/USDT,64.135,66,61.5,62.704,556904.144,35500899.46,52736
1.62924E+12,17-08-21,23:00:00,SOL/USDT,67.023,67.135,63.242,64.123,460101.563,30032250.17,45984
1.62924E+12,17-08-21,22:00:00,SOL/USDT,64.285,67.373,62.356,67.021,576680.873,37219154.32,59624
1.62923E+12,17-08-21,21:00:00,SOL/USDT,66.708,67.829,63.493,64.3,794976.736,52090217.98,84974
1.62923E+12,17-08-21,20:00:00,SOL/USDT,65.186,66.788,58.822,66.717,1653614.806,103576907.3,134845
1.62923E+12,17-08-21,19:00:00,SOL/USDT,66.759,66.893,64.036,65.137,318543.447,20817275.73,32807
1.62922E+12,17-08-21,18:00:00,SOL/USDT,66.58,68.23,65.585,66.753,309278.276,20743568.4,30927
1.62922E+12,17-08-21,17:00:00,SOL/USDT,65.117,66.888,64.441,66.613,374731.896,24665577.54,32819
1.62922E+12,17-08-21,16:00:00,SOL/USDT,69.861,69.904,64.822,65.115,606847.716,40474664.99,69587
1.62921E+12,17-08-21,15:00:00,SOL/USDT,67.963,70.654,67.627,69.85,408439.812,28233103.51,42697
1.62921E+12,17-08-21,14:00:00,SOL/USDT,69.047,69.382,66.755,67.929,401427.052,27227003.51,38432
1.62921E+12,17-08-21,13:00:00,SOL/USDT,68.555,69.788,67.649,69.047,386326.793,26616587.92,39982
1.6292E+12,17-08-21,12:00:00,SOL/USDT,70.144,71.482,68.555,68.555,393661.597,27690031.83,40562
1.6292E+12,17-08-21,11:00:00,SOL/USDT,70.438,71.088,69.392,70.145,651067.738,45769354.26,73770
1.62919E+12,17-08-21,10:00:00,SOL/USDT,72.919,73.248,70.396,70.438,580429.002,41379185.83,63382
1.62919E+12,17-08-21,09:00:00,SOL/USDT,72.676,74.277,72.065,72.926,487452.308,35690469.04,50040
1.62919E+12,17-08-21,08:00:00,SOL/USDT,74.022,74.378,71.713,72.664,558732.675,40779794.53,56322
1.62918E+12,17-08-21,07:00:00,SOL/USDT,71.213,75.155,70.035,74.053,1042428.66,76339165.47,128945
1.62918E+12,17-08-21,06:00:00,SOL/USDT,69.751,72.786,69.407,71.164,572301.66,41018864.2,59476
1.62918E+12,17-08-21,05:00:00,SOL/USDT,70.767,72.113,69.513,69.757,353555.241,25113751.94,47271
1.62917E+12,17-08-21,04:00:00,SOL/USDT,71.854,72.931,70.288,70.781,422730.842,30129530.14,49490
1.62917E+12,17-08-21,03:00:00,SOL/USDT,73.725,74.6,71.428,71.836,547011.095,39837851.48,74533
1.62917E+12,17-08-21,02:00:00,SOL/USDT,70.065,73.801,69.516,73.734,1259084.805,90780297.07,149531
1.62916E+12,17-08-21,01:00:00,SOL/USDT,63.825,71.6,63.607,70.057,1185025.446,80124758.96,164328
1.62916E+12,17-08-21,00:00:00,SOL/USDT,62.042,64.287,61.211,63.808,609375.911,38231850.43,52875
1.62915E+12,16-08-21,23:00:00,SOL/USDT,63.936,64.197,61.55,62.016,465795.265,29277529.39,50979
1.62915E+12,16-08-21,22:00:00,SOL/USDT,64.714,66.177,63.921,63.974,387530.269,25207855.54,30968
1.62915E+12,16-08-21,21:00:00,SOL/USDT,64.406,66.603,63.159,64.729,358235.187,23295029.82,40634
1.62914E+12,16-08-21,20:00:00,SOL/USDT,62.91,64.517,62.1,64.419,514331.763,32489141.62,49091
1.62914E+12,16-08-21,19:00:00,SOL/USDT,65.132,66.332,62.807,62.911,449696.686,29066844.09,53433
1.62914E+12,16-08-21,18:00:00,SOL/USDT,65.76,66.395,64.245,65.144,463198.861,30197844.09,66033
1.62913E+12,16-08-21,17:00:00,SOL/USDT,68.837,68.895,65.669,65.76,464730.952,31128190.88,51220
1.62913E+12,16-08-21,16:00:00,SOL/USDT,67.052,69.132,66.279,68.8,508161.223,34381944.28,70196
1.62913E+12,16-08-21,15:00:00,SOL/USDT,66.977,68.5,65.85,67.077,976081.253,65387065.02,91878
1.62912E+12,16-08-21,14:00:00,SOL/USDT,63.605,68.867,63.201,66.917,1800196.626,120681200.2,216958
1.62912E+12,16-08-21,13:00:00,SOL/USDT,64.211,65.837,62.178,63.605,1185345.795,76073502.29,122862
1.62912E+12,16-08-21,12:00:00,SOL/USDT,61.79,64.646,60.86,64.234,663901.302,41801421.03,76587
1.62911E+12,16-08-21,11:00:00,SOL/USDT,61.097,62.125,60.864,61.793,192362.733,11811452.99,24160
1.62911E+12,16-08-21,10:00:00,SOL/USDT,61.881,62.614,60.863,61.145,347148.504,21465696.31,33734
1.6291E+12,16-08-21,09:00:00,SOL/USDT,60.836,62,60.669,61.881,282679.858,17328602.01,32172
1.6291E+12,16-08-21,08:00:00,SOL/USDT,61.934,62.245,60.381,60.841,420111.182,25775104.43,49419
1.6291E+12,16-08-21,07:00:00,SOL/USDT,62.902,64.35,61.75,61.915,601654.081,37928282.31,66035
1.62909E+12,16-08-21,06:00:00,SOL/USDT,62.045,63.582,60.363,62.89,503148.242,31147467.7,54355
1.62909E+12,16-08-21,05:00:00,SOL/USDT,61.909,62.595,60.991,62.062,485746.005,30052511.45,50628
1.62909E+12,16-08-21,04:00:00,SOL/USDT,58.609,64.8,57.616,61.872,1947279.953,121062829.3,255337
1.62908E+12,16-08-21,03:00:00,SOL/USDT,55.756,59.372,55.6,58.605,568006.862,32776024.62,90023
1.62908E+12,16-08-21,02:00:00,SOL/USDT,55.59,56.936,55.04,55.765,274018.98,15324255.06,38949
1.62908E+12,16-08-21,01:00:00,SOL/USDT,54.968,57.576,54.919,55.59,631864.107,35669293.07,93284
1.62907E+12,16-08-21,00:00:00,SOL/USDT,53.515,55.529,52.269,54.97,523139.239,28342487.58,71320
1.62907E+12,15-08-21,23:00:00,SOL/USDT,53.4,54.207,52.661,53.531,358951.239,19255377.34,34534
1.62906E+12,15-08-21,22:00:00,SOL/USDT,52.426,53.8,52.03,53.411,244576.466,12957400.85,24533
1.62906E+12,15-08-21,21:00:00,SOL/USDT,52.473,53.251,51.97,52.424,182356.88,9583458.13,19142
1.62906E+12,15-08-21,20:00:00,SOL/USDT,52.947,53.382,52.244,52.487,298385.537,15738728.82,26938
1.62905E+12,15-08-21,19:00:00,SOL/USDT,52.02,54.8,51.304,52.945,755979.255,40213281.79,96685
1.62905E+12,15-08-21,18:00:00,SOL/USDT,51.863,52.436,50.601,52.045,485025.133,24970251.26,46058
1.62905E+12,15-08-21,17:00:00,SOL/USDT,49.59,52.671,48.824,51.863,971907.808,49488971.58,122309
1.62904E+12,15-08-21,16:00:00,SOL/USDT,48.701,49.7,47.844,49.6,351755.386,17155356.9,42532
1.62904E+12,15-08-21,15:00:00,SOL/USDT,46.673,48.851,46.657,48.704,395133.028,19009600.46,52633
1.62904E+12,15-08-21,14:00:00,SOL/USDT,47.209,47.529,46.586,46.673,182630.342,8615312.001,22294
